DTM_Zm00030_AC190592-1,10684
DTM_Zm00665_AC184764-1,10858
DTM_Zm00743_AC177943-1,8557
DTM_Zm00299_consensus,242
DTM_Zm00346_AC182611-1,8819
DTM_Zm00364_AC196271-1,1906
DTM_Zm00197_AC185211-1,6031
DTM_Zm00673_AC187563-1,2057
DTM_Zm00460_consensus,244
DTM_Zm00473_AC191070-1,1243
DTM_Zm00555_consensus,245
DTM_Zm00614_AC192252-1,1269
DTM_Zm00628_AC207419-1,12216
DTM_Zm00118_consensus,155
DTM_Zm00257_consensus,155
DTM_Zm00266_consensus,238
DTM_Zm00268_AC191380-1,3101
PPP_PPO_AC185414,4321
DHH_Hip1_1,1611
DHH_Hip1_3,1566
DHH_Hip1_5,1571
DHH_Hip1_14,2644
DHH_Hip1_15,1545
DHH_Hip1_19,2610
DHH_Hip1_26,3693
DHH_Hip1_28,4950
DHH_Hip1_43,5665
DHH_Hip2_1,1242
DHH_Hip2_2,1368
DHH_Hip2_45,299
DHH_Hip5_12,252
DHH_Hip6_2,419
DHH_Hip6_5,248
DHH_Hip7_1,1458
DTH_ZM00259_consensus,630
DTH_ZM00194_consensus,333
DTH_ZM00057_consensus,447
DTH_ZM00458_consensus,116
DTH_ZM00424_consensus,234
DTH_ZM00368_consensus,127
DTH_ZM00451_consensus,936
DTH_ZM00220_consensus,129
DTH_ZM00454_consensus,431
DTH_ZM00316_consensus,224
DTH_ZM00163_consensus,117
DTH_ZM00395_consensus,602
DTH_ZM00089_consensus,126
DTH_ZM00175_consensus,358
DTH_ZM00492_consensus,110
DTH_ZM00347_consensus,384
DTH_ZM00208_consensus,119
DTH_ZM00434_consensus,266
DTH_ZM00093_consensus,346
DTH_ZM00292_consensus,601
DTH_ZM00378_consensus,361
DTH_ZM00325_consensus,273
DTH_ZM00350_consensus,281
DTH_ZM00291_consensus,340
DTH_ZM00374_consensus,444
DTH_ZM00442_consensus,343
DTH_ZM00199_consensus,388
DTH_ZM00114_consensus,210
DTH_ZM00429_consensus,182
DTH_ZM00226_consensus,127
DTH_ZM00058_consensus,179
DTH_ZM00211_consensus,266
DTH_ZM00153_consensus,78
DTH_ZM00431_consensus,385
DTH_ZM00382_consensus,108
DTH_ZM00337_consensus,649
DTH_ZM00409_consensus,179
DTH_ZM00101_consensus,563
DTH_ZM00073_consensus,128
DTH_ZM00340_consensus,305
DTH_ZM00076_consensus,139
DTH_ZM00311_consensus,342
DTH_ZM00062_consensus,333
DTH_ZM00067_consensus,198
DTH_ZM00241_consensus,384
DTH_ZM00198_consensus,392
DTH_ZM00139_consensus,119
DTH_ZM00489_consensus,190
DTH_ZM00389_consensus,128
DTH_ZM00129_consensus,127
DTH_ZM00327_consensus,217
DTH_ZM00495_consensus,233
DTH_ZM00320_consensus,300
DTH_ZM00418_consensus,191
DTH_ZM00280_consensus,201
DTH_ZM00273_consensus,324
DTH_ZM00471_consensus,332
DTH_ZM00236_consensus,801
DTH_ZM00465_consensus,224
DTH_ZM00361_consensus,128
DTH_ZM00249_consensus,116
DTH_ZM00218_consensus,652
DTH_ZM00202_consensus,319
DTH_ZM00168_consensus,854
DTH_ZM00184_consensus,141
DTH_ZM00135_consensus,399
DTH_ZM00348_consensus,119
DTH_ZM00145_consensus,378
DTH_ZM00178_consensus,331
DTH_ZM00285_consensus,378
DTH_ZM00140_consensus,839
DTH_ZM00124_consensus,258
DTH_ZM00104_consensus,1195
DTH_ZM00131_consensus,139
DTH_ZM00412_consensus,343
DTH_ZM00181_consensus,411
DTH_ZM00385_consensus,326
DTH_ZM00234_consensus,765
DTH_ZM00502_consensus,379
DTH_ZM00314_consensus,191
DTH_ZM00307_consensus,192
DTH_ZM00154_consensus,358
DTH_ZM00388_consensus,621
DTH_ZM00364_consensus,121
DTH_ZM00096_consensus,609
DTH_ZM00355_consensus,139
DTH_ZM00479_consensus,558
DTH_ZM00159_consensus,390
DTH_ZM00486_consensus,122
DTH_ZM00326_consensus,201
DTH_ZM00160_consensus,118
DTH_ZM00367_consensus,390
DTH_ZM00098_consensus,315
DTH_ZM00335_consensus,212
DTH_ZM00270_consensus,289
DTH_ZM00485_consensus,81
DTH_ZM00195_consensus,301
DTH_ZM00391_consensus,338
DTH_ZM00288_consensus,374
DTH_ZM00193_consensus,297
DTH_ZM00460_consensus,98
DTH_ZM00119_consensus,107
DTH_ZM00453_consensus,127
DTH_ZM00324_consensus,1135
DTH_ZM00180_consensus,290
